timestamp,left_x,left_y,left_z,right_x,right_y,right_z
0,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
1,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
2,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
3,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
4,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
5,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
6,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
7,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
8,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
9,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
10,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
11,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
12,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
13,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
14,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
15,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
16,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
17,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
18,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
19,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
20,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
21,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
22,222.75991821289062,-11.845942497253418,332.869384765625,222.75991821289062,-11.845942497253418,332.869384765625
23,222.75991821289062,-11.845942497253418,332.869384765625,183.0858154296875,-11.977569580078125,350.61505126953125
24,183.0858154296875,-11.977569580078125,350.61505126953125,183.0858154296875,-11.977569580078125,350.61505126953125
25,183.0858154296875,-11.977569580078125,350.61505126953125,183.0858154296875,-11.977569580078125,350.61505126953125
26,183.0858154296875,-11.977569580078125,350.61505126953125,183.0858154296875,-11.977569580078125,350.61505126953125
27,183.0858154296875,-11.977569580078125,350.61505126953125,183.0858154296875,-11.977569580078125,350.61505126953125
28,174.40757751464844,-11.418876647949219,346.8616943359375,183.0858154296875,-11.977569580078125,350.61505126953125
29,174.40757751464844,-11.418876647949219,346.8616943359375,183.0858154296875,-11.977569580078125,350.61505126953125
30,174.40757751464844,-11.418876647949219,346.8616943359375,183.0858154296875,-11.977569580078125,350.61505126953125
31,174.40757751464844,-11.418876647949219,346.8616943359375,183.0858154296875,-11.977569580078125,350.61505126953125
32,174.40757751464844,-11.418876647949219,346.8616943359375,183.0858154296875,-11.977569580078125,350.61505126953125
33,174.40757751464844,-11.418876647949219,346.8616943359375,183.0858154296875,-11.977569580078125,350.61505126953125
34,174.40757751464844,-11.418876647949219,346.8616943359375,183.0858154296875,-11.977569580078125,350.61505126953125
35,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
36,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
37,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
38,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
39,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
40,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
41,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
42,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
43,174.40757751464844,-11.418876647949219,346.8616943359375,174.40757751464844,-11.418876647949219,346.8616943359375
44,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
45,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
46,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
47,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
48,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
49,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
50,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
51,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
52,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
53,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
54,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
55,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
56,160.00885009765625,-11.10986328125,351.0810241699219,160.00885009765625,-11.10986328125,351.0810241699219
57,136.77345275878906,-10.460291862487793,357.8897705078125,141.59078979492188,-10.876888275146484,362.7490539550781
58,136.77345275878906,-10.460291862487793,357.8897705078125,141.59078979492188,-10.876888275146484,362.7490539550781
59,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
60,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
61,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
62,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
63,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
64,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
65,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
66,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
67,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
68,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
69,136.77345275878906,-10.460291862487793,357.8897705078125,136.77345275878906,-10.460291862487793,357.8897705078125
70,136.77345275878906,-10.460291862487793,357.8897705078125,128.11683654785156,-10.751347541809082,366.9833068847656
71,118.05075073242188,-9.834174156188965,363.32659912109375,128.11683654785156,-10.751347541809082,366.9833068847656
72,118.05075073242188,-9.834174156188965,363.32659912109375,128.11683654785156,-10.751347541809082,366.9833068847656
73,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
74,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
75,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
76,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
77,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
78,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
79,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
80,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
81,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
82,118.05075073242188,-9.834174156188965,363.32659912109375,118.05075073242188,-9.834174156188965,363.32659912109375
83,100.8551025390625,-9.172806739807129,368.32000732421875,100.8551025390625,-9.172806739807129,368.32000732421875
84,100.8551025390625,-9.172806739807129,368.32000732421875,100.8551025390625,-9.172806739807129,368.32000732421875
85,100.8551025390625,-9.172806739807129,368.32000732421875,100.8551025390625,-9.172806739807129,368.32000732421875
86,100.8551025390625,-9.172806739807129,368.32000732421875,100.8551025390625,-9.172806739807129,368.32000732421875
87,100.8551025390625,-9.172806739807129,368.32000732421875,100.8551025390625,-9.172806739807129,368.32000732421875
88,100.8551025390625,-9.172806739807129,368.32000732421875,100.8551025390625,-9.172806739807129,368.32000732421875
89,100.8551025390625,-9.172806739807129,368.32000732421875,100.8551025390625,-9.172806739807129,368.32000732421875
90,87.73590087890625,-8.787446022033691,367.2691955566406,100.8551025390625,-9.172806739807129,368.32000732421875
91,87.73590087890625,-8.787446022033691,367.2691955566406,100.8551025390625,-9.172806739807129,368.32000732421875
92,87.73590087890625,-8.787446022033691,367.2691955566406,100.8551025390625,-9.172806739807129,368.32000732421875
93,87.73590087890625,-8.787446022033691,367.2691955566406,88.81205749511719,-8.55234146118164,371.8105163574219
94,87.73590087890625,-8.787446022033691,367.2691955566406,88.81205749511719,-8.55234146118164,371.8105163574219
95,87.73590087890625,-8.787446022033691,367.2691955566406,88.81205749511719,-8.55234146118164,371.8105163574219
96,87.73590087890625,-8.787446022033691,367.2691955566406,88.81205749511719,-8.55234146118164,371.8105163574219
97,87.73590087890625,-8.787446022033691,367.2691955566406,88.81205749511719,-8.55234146118164,371.8105163574219
98,83.8050537109375,-8.590546607971191,368.41326904296875,88.81205749511719,-8.55234146118164,371.8105163574219
99,83.8050537109375,-8.590546607971191,368.41326904296875,83.8050537109375,-8.590546607971191,368.41326904296875
100,80.20849609375,-8.405022621154785,369.46124267578125,80.20849609375,-8.405022621154785,369.46124267578125
101,80.20849609375,-8.405022621154785,369.46124267578125,80.20849609375,-8.405022621154785,369.46124267578125
102,77.34002685546875,-8.258899688720703,370.2537841796875,77.650390625,-8.198934555053711,371.3160705566406
103,77.34002685546875,-8.258899688720703,370.2537841796875,77.650390625,-8.198934555053711,371.3160705566406
104,75.554443359375,-8.163418769836426,370.7728271484375,75.8807373046875,-8.119730949401855,371.8304443359375
105,74.66162109375,-8.115679740905762,371.0323181152344,74.9720458984375,-8.071195602416992,372.0946350097656
106,72.87646484375,-8.016520500183105,371.552001953125,73.1873779296875,-7.972261905670166,372.61407470703125
107,71.09161376953125,-7.914154529571533,372.07220458984375,71.41888427734375,-7.883485317230225,373.1295166015625
108,69.306884765625,-7.810209274291992,372.5926513671875,69.6341552734375,-7.782710552215576,373.64996337890625
109,68.41455078125,-7.758181571960449,372.85284423828125,68.72552490234375,-7.729857444763184,373.91497802734375
110,66.629638671875,-7.653744220733643,373.3726806640625,66.95654296875,-7.626358985900879,374.4300842285156
111,64.84466552734375,-7.549305438995361,373.8924865722656,65.17156982421875,-7.5219197273254395,374.94989013671875
112,63.95220947265625,-7.497090816497803,374.15234375,64.26324462890625,-7.468771934509277,375.2144775390625
113,62.167724609375,-7.387876987457275,374.67242431640625,62.49505615234375,-7.362620830535889,375.729736328125
114,60.3834228515625,-7.276736259460449,375.1925964355469,60.710693359375,-7.252239227294922,376.2499084472656
115,59.4912109375,-7.221164703369141,375.4526672363281,58.663848876953125,-6.999086380004883,380.548583984375
116,57.706787109375,-7.109452247619629,375.97235107421875,58.663848876953125,-6.999086380004883,380.548583984375
117,55.92230224609375,-6.996830463409424,376.49176025390625,58.663848876953125,-6.999086380004883,380.548583984375
118,55.030029296875,-6.938932418823242,376.751220703125,58.663848876953125,-6.999086380004883,380.548583984375
119,53.2457275390625,-6.823132514953613,377.27056884765625,53.55682373046875,-6.794816970825195,378.33270263671875
120,51.46173095703125,-6.705141544342041,377.79046630859375,51.7890625,-6.677906036376953,378.8477478027344
121,50.56982421875,-6.645963191986084,378.0504150390625,50.8812255859375,-6.617671489715576,379.11236572265625
