left_x,left_y,left_z,right_x,right_y,right_z,x,y,z,length,id,speed,gas,brake,obsolete_lat_g,radius,side_left,side_right,camber,direction,normal_x,normal_y,normal_z,extra_length,forward_x,forward_y,forward_z,tag,grade
-493.92176195321355,1.297877550125122,-616.7523276150548,-505.0529749180913,1.297877550125122,-598.6340442500493,-544.1030883789062,5.5475993156433105,-611.0328369140625,0.0,0,50.886417388916016,1.0,0.0,0.0,1318.67822265625,5.128478050231934,5.836429119110107,-0.00630949717015028,-1.0,-0.002364703454077244,0.9999808669090271,-0.005715769715607166,1.6678630113601685,0.9993299245834351,0.0018270937725901604,-0.03655817359685898,0.0,0.001827096682973206
-495.49743782096715,1.297877550125122,-616.6521682893466,-506.55989099447316,1.297877550125122,-598.5545202398366,-542.440673828125,5.5475993156433105,-611.091552734375,1.6643736362457275,1,51.02863693237305,1.0,0.0,0.0,2771.591796875,5.012594699859619,5.786194801330566,-0.00624032411724329,-1.0,-0.004970849491655827,0.9999551177024841,-0.008067709393799305,1.6634511947631836,0.99937504529953,0.0019149258732795715,-0.03529752790927887,0.0,0.0019149293657392263
-497.063287031427,1.297877550125122,-616.5288241058878,-508.05448153907173,11.517167091369629,-598.4459155674458,-540.793701171875,5.5475993156433105,-611.1487426757812,3.313369035720825,2,51.17085266113281,1.0,0.0,0.0,4061.00830078125,5.0293731689453125,5.775208473205566,0.006486545782536268,1.0,-0.004970849491655827,0.9999551177024841,-0.008067709393799305,1.6479653120040894,0.9993956089019775,0.0020074271596968174,-0.034703295677900314,0.0,0.002007431350648403
-498.62297759288805,1.297877550125122,-616.3909493046704,-509.5404145601819,11.517167091369629,-598.3168844728693,-539.1707153320312,5.98463773727417,-611.2057495117188,4.938316345214844,3,51.313072204589844,1.0,0.0,0.0,1953.238525390625,5.04440975189209,5.76553201675415,0.0038944899570196867,1.0,-0.0030424483120441437,0.9999779462814331,-0.005906233098357916,1.6239867210388184,0.9993814826011658,0.0021043061278760433,-0.03510294109582901,0.0,0.0021043107844889164
-500.1801775136447,1.297877550125122,-616.2471981256866,-511.02135806609795,11.517167091369629,-598.1760811960992,-537.576171875,5.779250621795654,-611.2630615234375,6.534937858581543,4,51.45528793334961,1.0,0.0,0.0,886.3029174804688,5.057321071624756,5.758945941925049,0.003440127708017826,1.0,-0.002273035002872348,0.999992847442627,-0.003013966139405966,1.5955730676651,0.9993522763252258,0.0022043129429221153,-0.035919301211833954,0.0,0.0022043182980269194
-501.7385548019916,1.297877550125122,-616.1062248089286,-512.500980065115,11.517167091369629,-598.0321599771275,-536.0095825195312,5.779250621795654,-611.3221435546875,8.10367202758789,5,51.59750747680664,1.0,0.0,0.0,832.3756103515625,5.06654691696167,5.756949424743652,0.004119754768908024,1.0,0.00324399396777153,0.9999781847000122,-0.005750929471105337,1.5677030086517334,0.9992870092391968,0.002305397065356374,-0.03768690675497055,0.0,0.002305402886122465
-503.3017774662235,1.297877550125122,-615.9766835943885,-513.9829485655273,11.517167091369629,-597.8937750559465,-534.4671630859375,5.779250621795654,-611.3831787109375,9.64826774597168,6,51.73972702026367,1.0,0.0,0.0,695.3497924804688,5.072052001953125,5.759551525115967,0.004052650183439255,1.0,-0.003342899726703763,0.999984085559845,-0.004539438523352146,1.5436265468597412,0.9992150068283081,0.0024073056410998106,-0.039539989084005356,0.0,0.00240731262601912
-504.873513514635,1.297877550125122,-615.8672287220585,-515.4709315756297,11.517167091369629,-597.7695806725484,-532.9430541992188,5.779250621795654,-611.4468383789062,11.174704551696777,7,51.88194274902344,1.0,0.0,0.0,669.1944580078125,5.0731201171875,5.767234802246094,0.0030451042111963034,1.0,-0.003342899726703763,0.999984085559845,-0.004539438523352146,1.525437831878662,0.9991256594657898,0.0025082952342927456,-0.041731931269168854,0.0,0.00250830315053463
-506.45743095552075,11.517167091369629,-615.7865144319306,-516.9685971037168,11.517167091369629,-597.6682310669253,-531.4308471679688,5.779250621795654,-611.513427734375,12.689455032348633,8,52.02416229248047,1.0,0.0,0.0,781.68505859375,5.070263862609863,5.778496742248535,0.0028587039560079575,1.0,-0.0031071410048753023,0.999984860420227,-0.0045474194921553135,1.5136724710464478,0.9990285038948059,0.002605994464829564,-0.04399177059531212,0.0,0.002606003312394023
-508.05719779717543,11.517167091369629,-615.7431949639972,-518.4796131580833,11.517167091369629,-597.5983804790692,-529.9251098632812,5.779250621795654,-611.5826416015625,14.197759628295898,9,52.166378021240234,1.0,0.0,0.0,793.1524658203125,5.063592433929443,5.79363489151001,0.002938138321042061,1.0,-0.0031071410048753023,0.999984860420227,-0.0045474194921553135,1.5073271989822388,0.9989415407180786,0.0026987390592694283,-0.04591810703277588,0.0,0.0026987490709871054
-509.67648204789367,11.517167091369629,-615.7459245582503,-520.007647747024,1.2597274780273438,-597.5686831489724,-528.4218139648438,5.779250621795654,-611.6546020507812,15.703730583190918,10,52.308597564697266,1.0,0.0,0.0,1371.1170654296875,5.053638935089111,5.812822341918945,0.002953397575765848,1.0,-0.003197232261300087,0.9999878406524658,-0.0037528183311223984,1.5050172805786133,0.9988523721694946,0.002780979499220848,-0.04781351983547211,0.0,0.002780990209430456
-511.3189517159702,11.517167091369629,-615.803357454682,-521.5563688788333,1.2597274780273438,-597.587793316627,-526.9186401367188,5.779250621795654,-611.7282104492188,17.209718704223633,11,52.3969612121582,1.0,0.0,0.0,1395.8731689453125,5.0411858558654785,5.833604335784912,0.0033577866852283478,1.0,-0.0038566547445952892,0.9999789595603943,-0.005217941012233496,1.5049749612808228,0.9987990856170654,0.002847909927368164,-0.04890984669327736,0.0,0.0028479215689003468
-512.9422008221138,11.517167091369629,-615.8154416652905,-523.1216033539101,1.2597274780273438,-597.645864801768,-525.413818359375,5.779250621795654,-611.8035278320312,18.71748924255371,12,52.48888397216797,1.0,0.0,0.0,2146.192138671875,5.026483058929443,5.857487201690674,0.00423177657648921,1.0,-0.00422624871134758,0.9999735951423645,-0.005910801235586405,1.506705403327942,0.9987456202507019,0.002888707909733057,-0.04998791590332985,0.0,0.0028887202497571707
-514.5603281631127,11.517167091369629,-615.8154416652905,-524.6622248428238,1.2597274780273438,-597.645864801768,-523.9070434570312,5.779250621795654,-611.8800048828125,20.227317810058594,13,52.582820892333984,1.0,0.0,0.0,3738.4423828125,5.010219573974609,5.88347864151001,0.004303536377847195,1.0,-0.004051654599606991,0.9999719858169556,-0.006297625135630369,1.5087144374847412,0.9987102746963501,0.0028960814233869314,-0.050689999014139175,0.0,0.0028960932977497578
-516.1784555041115,11.517167091369629,-615.8154416652905,-526.2028463317374,1.2597274780273438,-597.645864801768,-522.3978881835938,5.779250621795654,-611.9572143554688,21.7396240234375,14,52.674774169921875,1.0,0.0,0.0,4246.93994140625,4.992617607116699,5.910583972930908,0.002991816960275173,1.0,-0.003108039265498519,0.9999902248382568,-0.003150965552777052,1.5111290216445923,0.9986897110939026,0.0028605302795767784,-0.0510936863720417,0.0,0.0028605421539396048
-517.7965828451102,11.517167091369629,-615.8154416652905,-527.7434678206511,1.2597274780273438,-597.645864801768,-520.8861694335938,5.779250621795654,-612.0350952148438,23.254348754882812,15,52.76576614379883,1.0,0.0,0.0,9449.375,4.973840236663818,5.9389472007751465,0.0013843313790857792,1.0,-0.00216197082772851,0.9999960660934448,-0.0017746326047927141,1.513723611831665,0.9986717700958252,0.0027767973951995373,-0.05144966021180153,0.0,0.0027768078725785017
-519.4147101861091,5.779250621795654,-615.8154416652905,-529.2840893095647,1.2555007934570312,-597.645864801768,-519.3720703125,11.517167091369629,-612.1133422851562,24.771459579467773,16,52.856693267822266,1.0,0.0,0.0,33816.71875,4.9539289474487305,5.9691853523254395,-0.0019051581621170044,-1.0,-0.0025556867476552725,0.9999961853027344,-0.0010467884130775928,1.5161195993423462,0.9986637830734253,0.002644561231136322,-0.05160990729928017,0.0,0.002644570544362068
-521.0328375271079,5.779250621795654,-615.8154416652905,-530.8302195033808,1.2555007934570312,-597.6588619518401,-517.85546875,11.517167091369629,-612.191650390625,26.29114532470703,17,52.94900131225586,1.0,0.0,0.0,9398.8623046875,4.933312892913818,5.999990940093994,0.0002427487343084067,1.0,-0.002095139352604747,0.9999977946281433,0.00018283638928551227,1.5186219215393066,0.998666524887085,0.0024676660541445017,-0.051565080881118774,0.0,0.0024676735047250986
-522.6795753328051,5.779250621795654,-615.8829447372292,-532.3948608695741,1.2555007934570312,-597.7155340653854,-516.3365478515625,11.517167091369629,-612.2703247070312,27.813167572021484,18,53.039920806884766,1.0,0.0,0.0,17929.986328125,4.912045001983643,6.032444953918457,-0.0022613126784563065,-1.0,-0.002613198710605502,0.9999936819076538,-0.0023977893870323896,1.5209569931030273,0.9986587762832642,0.002257040236145258,-0.05172671750187874,0.0,0.0022570460569113493
-524.3024710845871,5.779250621795654,-615.894195249219,-533.9363664260704,1.2555007934570312,-597.7176199202731,-514.8151245117188,11.517167091369629,-612.3489990234375,29.337688446044922,19,53.130733489990234,1.0,0.0,0.0,43419.07421875,4.890207767486572,6.064172744750977,0.0013490450801327825,1.0,-0.0019684620201587677,0.9999920725822449,-0.0034532949794083834,1.52345609664917,0.9986636638641357,0.0020264165941625834,-0.05164189264178276,0.0,0.0020264205522835255
-525.9051927907483,5.779250621795654,-615.857847441252,-535.4584041811643,1.2555007934570312,-597.6737737564953,-513.2911987304688,11.517167091369629,-612.4278564453125,30.864707946777344,20,53.22183609008789,1.0,0.0,0.0,4923213.5,4.867712497711182,6.096582412719727,0.0006968126399442554,1.0,-0.0014770569978281856,0.9999987483024597,-0.0005793320597149432,1.5259647369384766,0.9986622929573059,0.0017902872059494257,-0.05167701467871666,0.0,0.0017902899999171495
-527.4914084595836,5.779250621795654,-615.7825555533203,-536.9646421431505,1.2555007934570312,-597.5926498140441,-511.7649230957031,11.517167091369629,-612.5068359375,32.39405059814453,21,53.312965393066406,1.0,0.0,0.0,2121284.5,4.845341205596924,6.129336833953857,-0.0017632588278502226,-1.0,-0.0017002969980239868,0.9999979138374329,-0.001141356653533876,1.5283176898956299,0.9986625909805298,0.0015610966365784407,-0.051677338778972626,0.0,0.0015610986156389117
-529.0647860993877,5.946318626403809,-615.676973825416,-538.4587483203238,1.2511749267578125,-597.4829023329116,-510.23626708984375,11.517167091369629,-612.5859375,33.92575454711914,22,53.40180969238281,1.0,0.0,0.0,402944.125,4.823838710784912,6.161940097808838,-0.0005693431594409049,-1.0,-0.0006283371476456523,0.9999996423721313,0.0006004166789352894,1.5307012796401978,0.9986629486083984,0.001343876589089632,-0.051676634699106216,0.0,0.0013438778696581721
-530.6289937184551,5.628268718719482,-615.5497564975315,-539.9443907209786,1.2511749267578125,-597.35318555309,-508.70513916015625,11.517167091369629,-612.6651611328125,35.45993423461914,23,53.488792419433594,1.0,0.0,0.0,39390.98828125,4.799673080444336,6.194350719451904,-0.0007880518678575754,1.0,-0.0006398186087608337,0.9999995827674866,0.0006273302133195102,1.5331761837005615,0.9986633658409119,0.0011357396142557263,-0.05167284980416298,0.0,0.0011357403127476573
-532.1876993250805,5.611025333404541,-615.4095578096585,-541.4252373534098,1.2511749267578125,-597.2121537145715,-507.171630859375,11.517167091369629,-612.7445678710938,36.99659729003906,24,53.578643798828125,1.0,0.0,0.0,46454.90625,4.777320384979248,6.228704452514648,-0.001285072648897767,1.0,-0.0008625716436654329,0.999997615814209,0.002018817700445652,1.5355627536773682,0.9986617565155029,0.000926230801269412,-0.0517117977142334,0.0,0.0009262311505153775
-533.7445709275586,5.611025333404541,-615.2650320017896,-542.9049562259117,1.2511749267578125,-597.0684610573483,-502.4577941894531,1.297877550125122,-612.9891357421875,41.717105865478516,25,53.671749114990234,1.0,0.0,0.0,16317.470703125,4.7069411277771,6.335966110229492,-0.0007135066553018987,1.0,-0.00022663413255941123,0.9999989867210388,0.0014179667923599482,4.720176696777344,0.9986566305160522,0.00050697400001809,-0.0518132783472538,0.0,0.0005069740582257509
-535.3032765341841,5.611025333404541,-615.1248333139167,-544.3872153467794,1.2511749267578125,-596.9307618214123,-500.8480224609375,1.297877550125122,-613.0728149414062,43.33007049560547,26,53.763187408447266,1.0,0.0,0.0,57892.578125,4.682687759399414,6.372918605804443,-0.0006380872800946236,1.0,-0.00034497526939958334,0.9999994039535522,0.0010405391221866012,1.6119451522827148,0.9986513257026672,0.0007849442190490663,-0.05191192403435707,0.0,0.000784944393672049
-536.8674841532514,5.611025333404541,-614.9976159860321,-545.8756827243071,1.2511749267578125,-596.807710246756,-499.235595703125,1.297877550125122,-613.1566772460938,44.945701599121094,27,53.84988784790039,1.0,0.0,0.0,52608.29296875,4.658914089202881,6.410024642944336,-0.001329340972006321,1.0,-0.0009896052069962025,0.999998927116394,0.001056108856573701,1.6146061420440674,0.9986497163772583,0.000980338198132813,-0.05193976312875748,0.0,0.0009803387802094221
-538.4408617930555,5.611025333404541,-614.8920342581279,-547.3740263667898,1.2511749267578125,-596.7079605733712,-497.62060546875,1.297877550125122,-613.24072265625,46.56378173828125,28,53.935821533203125,1.0,0.0,0.0,15437.830078125,4.634509563446045,6.448843479156494,-0.0017134719528257847,1.0,-0.0012183963553979993,0.9999991059303284,0.0005578462732955813,1.6171756982803345,0.9986481070518494,0.0010237464448437095,-0.0519704632461071,0.0,0.0010237469105049968
-540.0270774618908,5.611025333404541,-614.8167423701962,-548.8859142825222,1.2511749267578125,-596.6401670412503,-496.0030212402344,1.297877550125122,-613.3250732421875,48.18448257446289,29,54.02403259277344,1.0,0.0,0.0,15962.7841796875,4.610200881958008,6.487288951873779,-0.0013912903377786279,1.0,-0.0012183963553979993,0.9999991059303284,0.0005578462732955813,1.6197819709777832,0.9986425042152405,0.0011312415590509772,-0.05207523703575134,0.0,0.00113124237395823
-541.6297991680522,5.611025333404541,-614.7803945622292,-550.4150144797986,1.2511749267578125,-596.6129838903853,-494.38275146484375,1.297877550125122,-613.4097290039062,49.80790710449219,30,54.114505767822266,1.0,0.0,0.0,16042.587890625,4.5854973793029785,6.526611804962158,-0.0005275407456792891,1.0,-0.0011824292596429586,0.9999991655349731,0.0005569977802224457,1.622479796409607,0.9986370205879211,0.0012733683688566089,-0.05217672884464264,0.0,0.0012733695330098271
-543.252694919834,5.611025333404541,-614.7916450742189,-551.964994966914,1.2511749267578125,-596.6350653607685,-492.7597961425781,1.297877550125122,-613.4946899414062,51.434043884277344,31,54.203670501708984,1.0,0.0,0.0,15517.751953125,4.559496879577637,6.5658087730407715,-0.0009402426658198237,1.0,-0.0013834687415510416,0.9999990463256836,-0.00016607386351097375,1.6251776218414307,0.9986317157745361,0.0013016220182180405,-0.05227789282798767,0.0,0.0013016231823712587
-544.8994327255311,3.273552656173706,-614.8591481461577,-553.5383230509275,1.17681884765625,-596.7122327771377,-491.13427734375,1.297877550125122,-613.5799560546875,53.06270217895508,32,54.288204193115234,1.0,0.0,0.0,15303.404296875,4.533465385437012,6.605292797088623,-0.0014105206355452538,1.0,-0.0024571914691478014,0.9999969601631165,-0.00014099366671871394,1.6277536153793335,0.998626172542572,0.0013489960692822933,-0.05238264426589012,0.0,0.0013489972334355116
-546.5350420105633,1.629744291305542,-614.9003947647692,-555.0995509751197,1.17681884765625,-596.7608512703245,-489.5062561035156,1.347682237625122,-613.66552734375,54.693904876708984,33,54.370872497558594,1.0,0.0,0.0,11146.0322265625,4.507007598876953,6.64537239074707,0.0006251716404221952,1.0,-0.0011589097557589412,0.9999976754188538,-0.0018140069441869855,1.6302685737609863,0.9986199736595154,0.0017404586542397738,-0.05248899385333061,0.0,0.0017404614482074976
-548.167211529566,1.629744291305542,-614.9335256545318,-556.6381682345379,1.17681884765625,-596.7561225233702,-487.8758239746094,1.347682237625122,-613.75146484375,56.32755661010742,34,54.452579498291016,1.0,0.0,0.0,24930.46875,4.480218410491943,6.687304973602295,0.0007646076264791191,1.0,-0.011853143572807312,0.9999287724494934,-0.0013847167138010263,1.6326953172683716,0.9986066818237305,0.0037858844734728336,-0.05263497680425644,0.0,0.003785911714658141
-549.7777802695294,1.629744291305542,-614.9156920123723,-558.1578428374771,1.17681884765625,-596.7067007762671,-486.2427978515625,1.347682237625122,-613.837646484375,57.96387481689453,35,54.54584503173828,1.0,0.0,0.0,18043.677734375,4.459035873413086,6.729922771453857,0.0005811845767311752,1.0,-0.011168585158884525,0.9999374747276306,-0.0005018053343519568,1.6352986097335815,0.9985862970352173,0.006942013744264841,-0.05269958823919296,0.0,0.0069421809166669846
-551.3704162387485,2.7157533168792725,-614.8555480782833,-559.6622427922321,1.17681884765625,-596.6212402690073,-484.6068115234375,1.347682237625122,-613.9241333007812,59.603187561035156,36,54.64433670043945,1.0,0.0,0.0,58647.40234375,4.439330101013184,6.773164749145508,0.0001976884959731251,1.0,-0.0032189551275223494,0.9999947547912598,0.0003030299849342555,1.6382708549499512,0.9985669851303101,0.008785126730799675,-0.052789486944675446,0.0,0.00878546480089426
-552.9487874455176,2.3675248622894287,-614.7617480922567,-561.1550361070971,1.17681884765625,-596.508395241583,-482.9682312011719,1.347682237625122,-614.0108032226562,61.24509048461914,37,54.722496032714844,1.0,0.0,0.0,27692.95703125,4.418858528137207,6.817231178283691,0.0023428555577993393,1.0,-0.0028761078137904406,0.9999934434890747,-0.002193933818489313,1.6408708095550537,0.9985663294792175,0.008695151656866074,-0.05281747132539749,0.0,0.008695480413734913
-554.5165618981315,2.7108705043792725,-614.6429462942846,-562.6398907903671,1.17681884765625,-596.3768199339864,-481.3280334472656,1.347682237625122,-614.09765625,62.888587951660156,38,54.76247787475586,1.0,0.0,0.0,5526.5400390625,4.394525527954102,6.8610405921936035,0.0026068228762596846,1.0,0.0003250001755077392,0.999996542930603,-0.002609959337860346,1.6424957513809204,0.9985849261283875,0.005660568829625845,-0.052877847105264664,0.0,0.005660659167915583
-556.0774076048848,2.7089173793792725,-614.5077969243594,-564.1204748503364,1.17681884765625,-596.2351685862095,-479.68670654296875,1.347682237625122,-614.18505859375,64.53317260742188,39,54.8062744140625,1.0,0.0,0.0,5852.58203125,4.367722511291504,6.904136657714844,0.0070254066959023476,1.0,0.004635307937860489,0.9999756217002869,-0.005227095913141966,1.6436524391174316,0.9985849261283875,0.0006397610995918512,-0.0531756728887558,0.0,0.0006397612160071731
-557.6349925740722,2.7089173793792725,-614.3649542224729,-565.6004562953001,1.17681884765625,-596.0920954382445,-478.04376220703125,1.347682237625122,-614.2730102539062,66.1794204711914,40,54.860504150390625,1.0,0.0,0.0,5137.46875,4.33320426940918,6.947033405303955,0.010306457057595253,1.0,-0.00409867474809289,0.9999399185180664,-0.010166323743760586,1.6452968120574951,0.9985656142234802,-0.003005474805831909,-0.05345616489648819,0.0,-0.0030054885428398848
-559.1929848139883,2.7059876918792725,-614.2230724286176,-567.0835031335525,1.17681884765625,-595.9562547300837,-476.3992919921875,1.347682237625122,-614.361572265625,67.82721710205078,41,54.9443244934082,1.0,0.0,0.0,3478.509765625,4.293182849884033,6.98993444442749,0.011736930347979069,1.0,-0.0015121061587706208,0.999950110912323,-0.009872077964246273,1.6468532085418701,0.998543918132782,-0.004251921083778143,-0.05377601832151413,0.0,-0.004251960199326277
