left_x,left_y,left_z,right_x,right_y,right_z,x,y,z,length,id,speed,gas,brake,obsolete_lat_g,radius,side_left,side_right,camber,direction,normal_x,normal_y,normal_z,extra_length,forward_x,forward_y,forward_z,tag,grade
349.467637772178,38.37135314941406,17.414456522656845,354.50427853529226,38.37135314941406,22.386400759459754,-5.072039604187012,63.65448760986328,-763.4140625,0.0,0,53.24428176879883,1.0,0.0,0.05376206710934639,95587.4921875,2.774998664855957,25.674894332885742,-0.019052106887102127,1.0,-0.019013507291674614,0.9998095631599426,0.004392750561237335,7.729437828063965,0.0,0.0,0.0,0.0,-0.005045032594352961
348.16252646908936,38.37135314941406,17.6811447712076,355.854975637007,38.37135314941406,22.271503011032394,-5.0533952713012695,63.64857482910156,-761.8048095703125,1.6093907356262207,1,53.38431167602539,1.0,0.0,0.04872258007526398,104883.96875,2.76749849319458,25.932390213012695,-0.018613573163747787,1.0,-0.01852986216545105,0.9998047947883606,0.006871107034385204,7.69490385055542,0.0,0.0,0.0,0.0,-0.005033252760767937
346.853629884693,38.37135314941406,17.993055713924345,357.2017599284069,38.37135314941406,22.187285972109308,-5.03370475769043,63.645957946777344,-760.2196044921875,3.1947402954101562,2,53.52433776855469,1.0,0.0,0.043683093041181564,114180.4453125,2.7599985599517822,26.18988609313965,-0.018880506977438927,1.0,-0.01881924830377102,0.999808132648468,0.005438403692096472,7.660370349884033,0.0,0.0,0.0,0.0,-0.005036326590925455
345.5455365476182,38.37135314941406,18.397507819946085,358.6292144328148,38.37135314941406,22.142799416446152,-5.0131964683532715,63.627471923828125,-758.6638793945312,4.750626087188721,3,53.66436767578125,1.0,0.0,0.03864360600709915,123476.921875,2.7524986267089844,26.4473819732666,-0.019452502951025963,1.0,-0.019383033737540245,0.9997960925102234,0.005662171635776758,7.6258368492126465,0.0,0.0,0.0,0.0,-0.00504793506115675
344.21127995626796,38.37135314941406,18.865638976478337,360.0524882095783,38.37135314941406,22.13804334404293,-4.992063999176025,63.62145233154297,-757.1389770507812,6.275700569152832,4,53.80439758300781,1.0,0.0,0.03360412269830704,132773.390625,2.7449984550476074,26.704877853393555,-0.01928090490400791,1.0,-0.019231727346777916,0.9998059868812561,0.004258614033460617,7.591302871704102,0.0,0.0,0.0,0.0,-0.0050526754930615425
342.82052290880665,38.37135314941406,19.360449480496214,361.55616428202,38.37135314941406,22.163967981143983,-4.970461845397949,63.61543273925781,-755.6419067382812,7.772892475128174,5,53.944427490234375,1.0,0.0,0.028564639389514923,142069.875,2.7374985218048096,26.96237564086914,-0.019700363278388977,1.0,-0.01963067427277565,0.9997919201850891,0.005541632883250713,7.556769371032715,0.0,0.0,0.0,0.0,-0.00509071396663785
341.37563021393305,38.37135314941406,19.923889266323744,363.11274435658527,38.37135314941406,22.340935318699536,-4.948495388031006,63.609134674072266,-754.166259765625,9.248674392700195,6,54.08445358276367,1.0,0.0,0.023525148630142212,151366.359375,2.7299985885620117,27.219871520996094,-0.018956774845719337,1.0,-0.018841296434402466,0.9997847676277161,0.008690467104315758,7.522235870361328,0.0,0.0,0.0,0.0,-0.005151728168129921
339.845032557195,38.37135314941406,20.515984047946297,364.7796189778444,38.37135314941406,22.584367563364513,-4.926236152648926,63.59274673461914,-752.704833984375,10.710301399230957,7,54.224483489990234,1.0,0.0,0.018485665321350098,160662.828125,2.722498655319214,27.477367401123047,-0.019795693457126617,1.0,-0.01970978081226349,0.9997890591621399,0.005780007690191269,7.487702369689941,0.0,0.0,0.0,0.0,-0.005221592728048563
338.4114002420434,38.37135314941406,21.05949577979781,366.31050087501427,38.37135314941406,22.99393196219583,-4.903733730316162,63.589019775390625,-751.25048828125,12.164854049682617,8,54.3645133972168,1.0,0.0,0.013446174561977386,169959.3125,2.714998722076416,27.73486328125,-0.020806171000003815,1.0,-0.020724758505821228,0.9997687935829163,0.005736398044973612,7.453168869018555,0.0,0.0,0.0,0.0,-0.0052915289998054504
337.01836651016015,38.37135314941406,21.701021161988788,367.8041964791099,38.37135314941406,23.352095543513,-4.881024360656738,63.58268356323242,-749.7977905273438,13.61776351928711,9,54.504539489746094,1.0,0.0,0.00840669870376587,179255.765625,2.707498550415039,27.992359161376953,-0.020329535007476807,1.0,-0.02020886167883873,0.9997732043266296,0.006732695735991001,7.41863489151001,0.0,0.0,0.0,0.0,-0.005353354383260012
